detention_facility_code,name,state,type_detailed,start,end,place
OLACCLA,Lasalle Corr Ctr Olla,LA,IGSA,130,145,"Olla, LA"
LASALTX,Lasalle County Jail,TX,OTHER,66,66,"Cotulla, TX"
JENADLA,Lasalle ICE Processing Center,LA,DIGSA,0,196,"Jena, LA"
LAURITX,Laurel Ridge Treatment Ctr,TX,HOSPITAL,178,178,"San Antonio, TX"
LAVACTX,Lavaca County Jail,TX,UNKNOWN,0,196,"Hallettsville, TX"
LAWRESD,"Lawrence Co. Jail, SD",SD,IGSA,8,8,"Deadwood, SD"
LAWREPA,Lawrence County Jail,PA,USMS IGA,0,196,"New Castle, PA"
LEACONM,Lea County Jail,NM,USMS IGA,0,196,"Lovington, NM"
BOPLVN,Leavenworth USP,KS,UNKNOWN,0,196,"Leavenworth, KS"
LEHIGPA,"Lehigh County Jail, PA",PA,USMS IGA,113,131,"Allentown, PA"
LVYHOPA,Lehigh Valley Hospital - Pocono,PA,HOSPITAL,0,196,"East Stroudsburg, PA"
AKLEMON,"Lemon Creek, Juneau,AK",AK,USMS IGA,10,32,"Juneau, AK"
LSHOSMA,Lemuel Shattuck Hospital,MA,HOSPITAL,8,94,"Jamaica Plain, MA"
LEVYCFL,Levy County Jail,FL,IGSA,0,196,"Bronson, FL"
LEWISMT,Lewis & Clark County Jail,MT,IGSA,0,196,"Helena, MT"
LEWISNY,Lewis County Jail,NY,IGSA,0,196,"Lowville, NY"
LEXINSC,Lexington County Jail,SC,USMS IGA,27,196,"Lexington, SC"
LEXFCKY,Lexington Processing @ Fayette Co,KY,USMS IGA,0,196,"Lexington, KY"
BOPLEX,Lexinton Fed.Med Center,KY,BOP,0,196,"Lexington, KY"
LIMMCTX,Limeston Medical Center,TX,HOSPITAL,0,196,"Groesbeck, TX"
LIMCJTX,Limestone County Jail,TX,UNKNOWN,0,196,"Groesbeck, TX"
LIMESTX,Limestone Det Center,TX,USMS IGA,0,196,"Groesbeck, TX"
LINCONE,Lincoln County Jail,NE,IGSA,120,196,"North Platte, NE"
LINCOMO,Lincoln County Sheriff's,MO,IGSA,7,194,"Troy, MO"
LINNCOR,Linn Co Jail,OR,IGSA,0,196,"Albany, OR"
LINNJIA,Linn County Jail,IA,USMS IGA,15,184,"Cedar Rapids, IA"
LRAHOLD,Little Rock Hold Room,AR,HOLD,30,196,"Little Rock, AR"
NYLIVIC,Livingston Correctional,NY,UNKNOWN,0,196,"Sonyea, NY"
LIVINNY,Livingston County Jail,NY,USMS IGA,102,115,"Geneseo, NY"
LLUMCCA,Loma Linda University Med Center,CA,HOSPITAL,87,127,"Loma Linda, CA"
BOPLOF,Lompoc FCI,CA,BOP,32,193,"Lompoc, CA"
BOPLOM,Lompoc USP,CA,BOP,175,179,"Lompoc, CA"
LONPDAR,Lonoke Police Dept Det.Ctr,AR,IGSA,1,155,"Lonoke, AR"
LTVHOLD,"Lorton, VA Hold Room",VA,HOLD,125,156,"Fairfax, VA"
LOSCJCA,Los Angeles County Jail-Twin Tower,CA,IGSA,0,68,"Los Angeles, CA"
BOPLOS,Los Angeles Met.Det.Ctr.,CA,BOP,0,196,"Los Angeles, CA"
LPD77CA,Los Angeles Police PD 77th Div.,CA,UNKNOWN,0,196,"Los Angeles, CA"
LOSHOLD,Los Cust Case,CA,HOLD,0,196,"San Pedro, CA"
LSFHOLD,Los Fresnos Hold Room,TX,HOLD,0,121,"Los Fresnos, TX"
LFRESTX,Los Fresnos Police Dept.,TX,UNKNOWN,84,84,"Los Fresnos, TX"
LOUCOVA,Loudoun County,VA,USMS IGA,0,196,"Leesburg, VA"
LOUHOLD,Louisville Hold Room,KY,HOLD,65,187,"Louisville, KY"
LDFHOLD,Loveland Holdroom,CO,HOLD,25,86,"Loveland, CO"
LRKMCFL,Lower Keys Medical Center,FL,HOSPITAL,0,196,"Key West, FL"
LYOLAIL,Loyola Center For Health,IL,HOSPITAL,0,196,"Maywood, IL"
LOYMCIL,Loyola Medical Center,IL,HOSPITAL,24,25,"Maywood, IL"
LUBBOTX,Lubbock County Jail,TX,USMS IGA,0,196,"Lubbock, TX"
LBKHOLD,Lubbock Hold Room,TX,HOLD,54,196,"Lubbock, TX"
LUFKNTX,Lufkin Police Dept.,TX,OTHER,0,196,"Lufkin, TX"
LUNCONM,Luna County Jail,NM,IGSA,18,18,"Deming, NM"
MHFSHMN,M Health Fairview Southdale Hosp,MN,HOSPITAL,0,196,"Edina, MN"
MACCOMI,"Macomb Co.Mt.Clemens,MI.",MI,USMS IGA,1,36,"Mount Clemens, MI"
MADISMS,"Madison Co. Jail, MS.",MS,IGSA,119,196,"Canton, MS"
MADISID,Madison County Jail,ID,IGSA,0,5,"Rexburg, ID"
MADISNY,Madison County Jail,NY,USMS IGA,0,35,"Wampsville, NY"
MAHONOH,Mahoning County Jail,OH,IGSA,0,23,"Youngstown, OH"
JAMESGA,Main Folkston IPC Drjames,GA,DIGSA / IGSA,100,149,"Folkston, GA"
MEYTHCT,Maine Youth Center - Long Creek,ME,JUVENILE,0,196,"South Portland, ME"
MANATFL,Manatee County Detention-Annex,FL,IGSA,182,196,"PALMETTO, FL"
MANHOLD,Manchester Holdroom,NH,HOLD,28,196,"Manchester, NH"
MAPLEOH,Maple Heights City Jail,OH,USMS IGA,0,115,"Maple Heights, OH"
NYMARCC,Marcy Correctional,NY,UNKNOWN,0,196,"Marcy, NY"
MCFAJAZ,Maricopa County Jail,AZ,USMS IGA,1,48,"Phoenix, AZ"
MCMEDAZ,Maricopa Medical Center,AZ,HOSPITAL,1,31,"Phoenix, AZ"
MARICOR,Marion Co Jail,OR,IGSA,0,196,"Salem, OR"
FLMARIC,Marion Correctional Inst.,FL,OTHER,125,127,"Ocala, FL"
MARIOFL,Marion County Jail,FL,USMS IGA,0,196,"Oscala, FL"
MARIOIN,Marion County Jail,IN,USMS IGA,0,196,"Indianapolis, IN"
BOPMAR,Marion USP,IL,BOP,0,24,"Marion, IL"
MARSHIA,Marshall County Jail,IA,USMS IGA,25,133,"Marshalltown, IA"
MARTIFL,Martin County Jail,FL,IGSA,127,167,"Stuart, FL"
MARTNTX,Martin County Jail,TX,UNKNOWN,0,196,"Stanton, TX"
MWASHVA,Mary Washington Hospital,VA,HOSPITAL,184,192,"Fredericksburg, VA"
AKMATSU,"Matsu Pretrial, Palmer AK",AK,IGSA,0,196,"Palmer, AK"
MAVERTX,Maverick County Jail,TX,IGSA,44,45,"Eagle Pass, TX"
MCHALMN,Mayo Clinic Health Sys Albert Lea,MN,HOSPITAL,0,196,"Albert Lea, MN"
MCHENIL,McHenry County Sheriff's,IL,USMS IGA,0,161,"Woodstock, IL"
MLPHHMI,McLaren Port Huron Hosp,MI,HOSPITAL,0,196,"Port Huron, MI"
AKMCYOU,McLaughlin Youth Center,AK,JUVENILE,0,196,"Anchorage, AK"
BOPRAE,"McRae Correctional Facility, CCA",GA,BOP,0,196,"Mcrae, GA"
MCAHOLD,Mcallen Hold Room,TX,OTHER,144,196,"Edinburg, TX"
MCCDCTX,Mcclennan County Detention Center,TX,USMS IGA,7,22,"Waco, TX"
BOPMCR,Mccreary USP,KY,BOP,17,30,"Pine Knot, KY"
CACFMCF,Mcfarland CCF,CA,IGSA,0,196,"Mcfarland, CA"
MCKINNM,Mckinley County Adult Det. Cen.,NM,IGSA,0,196,"Gallup, NM"
MCCLETX,Mclennan County Jail,TX,IGSA,55,196,"Waco, TX"
MEADESD,"Meade Co. Jail, SD",SD,IGSA,0,196,"Sturgis, SD"
MECKLNC,Mecklenburg (NC) Co Jail,NC,USMS IGA,0,122,"Charlotte, NC"
MEDHOLD,Medford Sub-Office,OR,HOLD,5,66,"Medford, OR"
MHNHHTX,Memorial Hermann NW Hosp,TX,HOSPITAL,174,196,"Houston, TX"
MEMHOCA,Memorial Hospital Bakersfield,CA,HOSPITAL,0,196,"Bakersfield, CA"
MEMRHFL,Memorial Regional Hosp.,FL,HOSPITAL,180,180,"Hollywood, FL"
BOPMEM,Memphis Fed.Corr.Inst.,TN,BOP,0,16,"Memphis, TN"
MEMHOLD,Memphis Hold Room,TN,HOLD,18,196,"Memphis, TN"
MRCDSTX,Mercedes Police Dept.,TX,UNKNOWN,0,196,"Mercedes, TX"
MERCEIL,Mercer County Corrections,IL,OTHER,113,138,"Aledo, IL"
MHTFHOH,Mercy Health - Tiffin Hospital,OH,HOSPITAL,0,196,"Tiffin, OH"
MEHOSCA,Mercy Hosp Downtown Bakersfield,CA,HOSPITAL,0,196,"Bakersfield, CA"
MERCYFL,Mercy Hospital,FL,HOSPITAL,186,186,"Miami, FL"
MEMCRCA,Mercy Medical Ctr Redding,CA,HOSPITAL,0,196,"Redding, CA"
MESJACO,Mesa County Jail,CO,USMS IGA,0,196,"Grand Junction, CO"
CACFMES,Mesa Verde ICE Processing Center,CA,CDF,78,196,"Bakersfield, CA"
METHOTX,Methodist Hospital,TX,HOSPITAL,190,192,"San Antonio, TX"
MHMSATX,Methodist Hospital Metropolitan,TX,HOSPITAL,171,193,"San Antonio, TX"
MHNSATX,Methodist Hospital Northeast,TX,HOSPITAL,0,196,"Live Oak, TX"
MTHOSTX,Methodist Hospital South,TX,HOSPITAL,174,181,"Jourdanton, TX"
MHSOSTX,Methodist Hospital Stone Oak,TX,HOSPITAL,181,181,"San Antonio, TX"
MHTSATX,Methodist Hospital Texsan,TX,HOSPITAL,171,195,"San Antonio, TX"
MSTHSTX,Methodist Specialty Transplant Hos,TX,HOSPITAL,170,181,"San Antonio, TX"
METROFL,Metro Dade Jail,FL,IGSA,0,196,"Miami, FL"
MIAHOLD,Miami (Miramar) Hold Room,FL,HOLD,0,196,"Miami, FL"
IBPSMIA,Miami Border Patrol,FL,UNKNOWN,0,196,"Miami, FL"
BOPMIA,Miami FCI (Former MCC),FL,BOP,0,196,"Miami, FL"
BOPMIM,Miami Fed.Det.Center,FL,BOP,196,196,"Miami, FL"
MSF,Miami Staging Facility,FL,HOLD,16,196,"Miami, FL"
MRREGVA,Middle River Regional Jail,VA,UNKNOWN,0,196,"Staunton, VA"
MIDBIMA,Middlesex County H.O.C.-Billerica,MA,IGSA,0,196,"Cambridge, MA"
MIDDLNJ,Middlesex County Jail,NJ,IGSA,0,13,"North Brunswick, NJ"
MIDLATX,Midland Detention Center,TX,USMS IGA,110,196,"Midland, TX"
MLDHOLD,"Midland, TX ERO Holdroom",TX,HOLD,51,196,"Midland, TX"
NYMDSTC,Midstate Correctional,NY,UNKNOWN,0,196,"Marcy, NY"
GTMODCU,Migrant Ops Center Main Av622,CU,MOC,0,196,"FPO, CU"
MILLRAR,Miller County Jail,AR,USMS IGA,0,196,"Texarkana, AR"
MHRHOPA,Milton S. Hershey Medical Center,PA,HOSPITAL,0,196,"Hershey, PA"
MILHOLD,Milwaukee Holdroom,WI,HOLD,27,196,"Milwaukee, WI"
MINERMT,Mineral County Jail,MT,IGSA,0,196,"Superior, MT"
MINICID,Minicassia Det. Center,ID,IGSA,3,192,"Burley, ID"
MNCOAKC,"Minn.C.F, Oak Park Hgts",MN,IGSA,0,196,"Stillwater, MN"
MINNESD,Minnehaha County Jail,SD,USMS IGA,0,196,"Sioux Falls, SD"
LANCACA,Mira Loma Det.Center,CA,DIGSA,0,49,"Lancaster, CA"
MIRHPRI,Miriam Hospital,RI,HOSPITAL,0,196,"Providence, RI"
MISCOMO,Mississippi County Detention Cente,MO,IGSA,0,78,"Charleston, MO"
MISSOMT,Missoula County,MT,IGSA,1,1,"Missoula, MT"
MOAHOLD,Mobile Holdroom,AL,HOLD,189,196,"Mobile, AL"
MOFFECO,Moffat County Jail,CO,IGSA,0,144,"Craig, CO"
MOHAVAZ,Mohave Co Corr Center,AZ,IGSA,0,196,"Kingman, AZ"
NYMOHOC,Mohawk Correctional,NY,UNKNOWN,0,196,"Rome, NY"
MONMONJ,Monmouth County Jail,NJ,IGSA,0,64,"Freehold, NJ"
MONROMI,Monroe County Detention-Dorm,MI,IGSA,0,196,"Monroe, MI"
MONRONY,Monroe County Jail,NY,IGSA,0,5,"Rochester, NY"
MONROFL,Monroe County Jail,FL,IGSA,0,139,"Key West, FL"
MNROEMI,Monroe County Sheriff/Jail-Main,MI,IGSA,72,196,"Monroe, MI"
MTPPDCA,Monterey Park Police Dept,CA,USMS IGA,0,25,"Monterey Park, CA"
MONCJAL,Montgomery City Jail,AL,USMS IGA,3,32,"Montgomery, AL"
MNTGMAL,Montgomery City Jail,AL,IGSA,32,138,"Montgomery, AL"
MONTGPA,"Montgomery Cnty Jail, PA",PA,USMS IGA,0,82,"Norristown, PA"
MONTGAL,Montgomery Co Mac Sim Butler D.F.,AL,USMS IGA,159,196,"Montgomery, AL"
MONTGTX,Montgomery County Jail,TX,IGSA,0,138,"Conroe, TX"
MONTGNY,Montgomery County Jail,NY,IGSA,0,196,"Fonda, NY"
MONTGMO,Montgomery County Jail,MO,IGSA,0,148,"Montgomery City, MO"
MTGHOLD,Montgomery Hold Rm,TX,HOLD,121,196,"Conroe, TX"
MGAHOLD,Montgomery Hold Room,AL,HOLD,33,33,"Montgomery, AL"
MTGPCTX,Montgomery Processing Ctr,TX,CDF,120,196,"Conroe, TX"
MORGACO,Morgan County Jail,CO,IGSA,1,4,"Fort Morgan, CO"
MORGNMO,Morgan County Sheriff's Dept,MO,IGSA,0,149,"Versailles, MO"
BOPMRG,Morgantown Fed.Corr.Inst.,WV,OTHER,0,196,"Morgantown, WV"
MOROWOH,Morrow Co. Correctional Facility,OH,IGSA,11,149,"Mount Gilead, OH"
BOPMVC,Moshannon Valley Correctional,PA,DIGSA,158,163,"Philipsburg, PA"
MSVPCPA,Moshannon Valley Processing Center,PA,DIGSA,158,196,"Philipsburg, PA"
MLJHOLD,Mount Laurel Hold Room,NJ,HOLD,131,196,"Mount Laurel, NJ"
MTNITPA,Mount Nittany Medical Center,PA,HOSPITAL,192,193,"State College, PA"
MVMCMAZ,Mountain Vista Med Ctr,AZ,HOSPITAL,172,186,"Mesa, AZ"
MOUNTND,"Mountrail Co. Jail, ND",ND,IGSA,2,26,"Stanley, ND"
MULTNOR,Multnomah County Jail,OR,IGSA,0,196,"Portland, OR"
MUSCAIA,Muscatine County Jail,IA,USMS IGA,0,196,"Muscatine, IA"
MSKGNMI,Muskegon County Jail,MI,UNKNOWN,0,196,"Muskegon, MI"
MUSSEMT,Musselshell County Jail,MT,IGSA,9,131,"Roundup, MT"
NEJUVNE,N.E.Neb.Juvenile Services,NE,JUVENILE,0,196,"Madison, NE"
NHSPCON,"NH State Prison, Concord",NH,IGSA,0,196,"Concord, NH"
CSCNWWA,NW ICE Processing Ctr,WA,CDF,0,196,"Tacoma, WA"
NRJDCVA,NW Reg Juv Det Ctr,VA,UNKNOWN,150,196,"Winchester, VA"
NWRCCMN,NW Regional Corrections Center,MN,USMS IGA,130,196,"Crookston, MN"
NASHUMA,Nashua St. Jail,MA,UNKNOWN,0,196,"Boston, MA"
BOPCNV,Nashville Comm. Corr.,TN,BOP,55,186,"Nashville, TN"
NSVHOLD,Nashville Hold Room,TN,HOLD,33,33,"Nashville, TN"
NASSANY,Nassau Co Correc Center,NY,IGSA,104,196,"East Meadow, NY"
NASTRNY,Nassau County ICE Trailer,NY,UNKNOWN,0,196,"East Meadow, NY"
NASSAFL,Nassau County Jail,FL,IGSA,0,11,"Yulee, FL"
NATCHLA,Natchitoches Parish Det. Center,LA,USMS IGA,118,132,"Natchitoches, LA"
NATROWY,Natrona County Jail,WY,USMS IGA,0,196,"Casper, WY"
NAVSOAZ,Navajo County Sheriff,AZ,IGSA,5,56,"Holbrook, AZ"
NMCOMNE,Nebraska Med Ctr Omaha,NE,HOSPITAL,0,196,"Omaha, NE"
NFMIGFL,Neighbor-Family Miami Gardens,FL,UNKNOWN,0,196,"Miramar, FL"
NFSMTGA,"Neighbor-Family, Stone Mountain",GA,OTHER,0,196,"Stone Mountain, GA"
NVSDCNV,Nevada Southern Detention Center,NV,USMS IGA,91,196,"Pahrump, NV"
NWHNVNC,New Hanover Co Det Center,NC,IGSA,45,196,"Castle Hayne, NC"
NRVRJVA,New River Valley Reg. Jail,VA,OTHER,0,196,"Dublin, VA"
PRESBNY,New York Presbyterian Hospital,NY,HOSPITAL,0,196,NY
NEWHOLD,New/INS Os Hold Room,NJ,HOLD,36,196,"Newark, NJ"
NBGHOLD,Newburgh Holding,NY,HOLD,139,196,"Newburgh, NY"
NIAGANY,Niagara County Jail,NY,IGSA,1,3,"Lockport, NY"
NIOBRWY,Niobrara County Jail,WY,IGSA,0,196,"Lusk, WY"
NIXHCTX,Nix Home Care,TX,UNKNOWN,88,133,"San Antonio, TX"
NVJDCVA,No. Va. Juvenile Det - ICE,VA,JUVENILE,82,92,"Alexandria, VA"
NOBLEMN,Nobles Co. Jail,MN,IGSA,6,159,"Worthington, MN"
NOLHOLD,Nol D D & P,LA,HOLD,105,188,"New Orleans, LA"
NORFOMA,Norflk Cnty Dedham,MA,USMS IGA,0,75,"Dedham, MA"
NORFOVA,Norfolk City Jail,VA,USMS IGA,108,125,"Norfolk, VA"
NORHOLD,Norfolk Sub-Office Hold,VA,HOLD,18,196,"Norfolk, VA"
NBRMCFL,North Broward Medical Center,FL,HOSPITAL,27,196,"Pompano Beach, FL"
NCBHOTX,North Central Baptist Hospital,TX,HOSPITAL,0,196,"San Antonio, TX"
NGDCTGA,North Georgia Detention Center,GA,IGSA,4,66,"Gainesville, GA"
NOLVGNV,North Las Vegas,NV,USMS IGA,0,33,"North Las Vegas, NV"
NRPHOLD,North Platte Hold Room,NE,HOLD,28,30,"North Platte, NE"
NEBHSTX,Northeast Baptist Hospital,TX,HOSPITAL,0,196,"San Antonio, TX"
BOPNEO,Northeast Ohio Correctional Center,OH,UNKNOWN,99,99,"Youngstown, OH"
NNREGVA,Northern Neck Reg. Jail,VA,IGSA,0,196,"Warsaw, VA"
NNVMCNV,Northern Nevada Med Ctr,NV,HOSPITAL,0,196,"Sparks, NV"
NORCOOR,Northern Oregon Corr.Fac.,OR,IGSA,0,143,"The Dalles, OR"
NOJUVOR,Northern Oregon Juv.Det.,OR,JUVENILE,0,142,"The Dalles, OR"
WVNORTH,Northern Regional Jail,WV,USMS IGA,21,196,"Moundsville, WV"
NWREGVA,Northwest Reg. Adult Det.,VA,IGSA,0,1,"Winchester, VA"
VTSTALB,Northwest State Correctional Ctr.,VT,USMS IGA,0,196,"Swanton, VT"
NYCHOLD,Nyc Hold Room,NY,HOLD,0,196,"New York, NY"
NYEPANV,Nye County Sheriff-Pahrump,NV,IGSA,130,194,"Pahrump, NV"
OAK,Oakdale Fed. Det. Center,LA,IGSA,0,19,"Oakdale, LA"
BOPOAD,Oakdale Fed.Det.Center,LA,BOP,0,117,"Oakdale, LA"
OAKHOLD,Oakdale Holding Room,LA,HOLD,46,184,"Oakdale, LA"
ODESSTX,Odessa Detention Center,TX,IGSA,0,196,"Odessa, TX"
OGUHOLD,Ogden Hold Room,UT,HOLD,59,196,"Ogden, UT"
NYOGDNC,Ogdensburg Correctional,NY,IGSA,0,196,"Ogdensburg, NY"
OGLECIL,Ogle County Jail,IL,USMS IGA,124,157,"Oregon, IL"
OKANOWA,Okanogan Co. Jail,WA,IGSA,1,17,"Okanogan, WA"
OKCHOLD,Oklahoma City Hold Room.,OK,HOLD,53,196,"Oklahoma City, OK"
OKCOJOK,Oklahoma County Jail,OK,IGSA,0,196,"Oklahoma City, OK"
OKMULOK,Okmulgee County Jail,OK,IGSA,107,164,"Okmulgee, OK"
OLDHAKY,Oldham County Jail,KY,USMS IGA,77,196,"La Grange, KY"
OMAHOLD,Omaha FO Hold,NE,HOLD,1,196,"Omaha, NE"
ONECONY,Oneida County Jail,NY,IGSA,1,1,"Oriskany, NY"
ONONDNY,Onondaga County Jail,NY,USMS IGA,0,34,"Syracuse, NY"
ONTARNY,Ontario County Jail,NY,USMS IGA,0,80,"Canandaigua, NY"
OGCMCCA,Orange Co Global Medical Center,CA,HOSPITAL,92,113,"Santa Ana, CA"
OCIRCCA,Orange Count Intake Release Fac.,CA,IGSA,25,126,"Santa Ana, CA"
OCCWJCA,Orange County Central Women's Jail,CA,IGSA,0,196,"Santa Ana, CA"
ORANGNY,Orange County Jail,NY,IGSA,0,196,"Goshen, NY"
ORANGFL,Orange County Jail,FL,USMS IGA,0,196,"Orlando, FL"
OGRMCNY,Orange Regional Med Ctr,NY,HOSPITAL,0,196,"Middletown, NY"
AAORDMD,Ordnance Road Correctional Center,MD,IGSA,109,126,"Glen Burnie, MD"
ORLHOLD,Orlando Hold Room,FL,HOLD,0,196,"Orlando, FL"
NYORLNC,Orleans Correctional,NY,IGSA,0,196,"Albion, NY"
ORLEANY,Orleans County Jail,NY,IGSA,0,196,"Albion, NY"
ORPARLA,Orleans Parish Sheriff,LA,IGSA,0,43,"New Orleans, LA"
OSAHOKS,Osawatamie State Hospital,KS,HOSPITAL,0,196,"Osawatamie, KS"
OSCEOFL,Osceola County Jail,FL,UNKNOWN,0,196,"Kissimmee, FL"
CCASDCA,Otay Mesa Detention Center,CA,CDF,0,196,"San Diego, CA"
OTRPCNM,Otero Co Processing Center,NM,DIGSA,0,196,"Chaparral, NM"
OTERONM,Otero County Detention,NM,IGSA,1,189,"Alamogordo, NM"
OTEROCO,Otero County Jail,CO,USMS IGA,0,196,"Lajunta, CO"
OTROPNM,Otero County Prison Facility,NM,USMS IGA,17,141,"Chaparral, NM"
OKMHKTX,Otto Kaiser Memorial Hospital,TX,HOSPITAL,185,186,"Kenedy, TX"
PMMCAHI,Pali Momi Medical Center,HI,HOSPITAL,0,196,"Aiea, HI"
PALMBFL,Palm Beach County Jail,FL,IGSA,0,131,"West Palm Beach, FL"
PLRMCCA,Palmdale Regional Medical Center,CA,HOSPITAL,0,196,"Palmdale, CA"
AKPALMC,Palmer Correctional Cente,AK,IGSA,0,196,"Palmer, AK"
PMHOSFL,Palmetto Hospital,FL,HOSPITAL,1,125,"Hialeah, FL"
PLMBHTX,Palms Behavioral Health,TX,HOSPITAL,0,196,"Harlingen, TX"
PWHOSFL,Palms West Hospital,FL,HOSPITAL,140,141,"Loxahatchee, FL"
PLMVWTX,Palmview Police Dept.,TX,UNKNOWN,0,196,"Palmview, TX"
PAMSATX,Pam Health Specialty Hospital 1,TX,HOSPITAL,189,193,TX
PAMREVA,Pamunkey Reg Jail,VA,USMS IGA,0,25,"Hanover, VA"
PVLYHCA,Paradise Valley Hospital,CA,HOSPITAL,167,196,"National City, CA"
PARKCMT,Park County Det Center,MT,IGSA,0,196,"Livingston, MT"
PARKJCO,Park County Jail,CO,IGSA,0,84,"Fairplay, CO"
PARKCWY,Park County Jail,WY,IGSA,0,196,"Cody, WY"
PKLDHTX,Parkland Hospital,TX,HOSPITAL,0,196,"Dallas, TX"
PASADCA,Pasadena City Jail,CA,IGSA,0,52,"Pasadena, CA"
PASSANJ,Passaic County Jail,NJ,IGSA,0,196,"Paterson, NJ"
PAVHRPR,Pavia Hospital - Hato Rey,PR,HOSPITAL,0,196,"San Juan, PR"
PDNHOLD,Pdn Hold Room,TX,HOLD,45,138,"El Paso, TX"
PBDPDMA,Peabody PD,MA,UNKNOWN,0,196,"Peabody, MA"
PTISATX,Pear Tree Inn SNA Airport,TX,HOTEL,144,146,"San Antonio, TX"
PECOSTX,Pecos Criminal Justice Center,TX,IGSA,0,196,"Pecos, TX"
PCSHOLD,Pecos Hold Room,TX,HOLD,18,196,"Pecos, TX"
PEMBIND,Pembina County Jail,ND,IGSA,0,196,"Cavalier, ND"
PENDOWA,Pend Orielle Correctional Facility,WA,IGSA,0,196,"Newport, WA"
PENDRNC,Pender County Jail,NC,UNKNOWN,0,196,"Burgaw, NC"
MVPNHPA,Penn Highlands Clearfield,PA,HOSPITAL,182,184,"Clearfield, PA"
PENNISD,Pennington County Jail SD,SD,USMS IGA,0,196,"Rapid City, SD"
PENOBME,Penobscot County Jail,ME,USMS IGA,2,3,"Bangor, ME"
PCJDCIL,Peoria County Juv Det Center,IL,JUVENILE,0,196,"Peoria, IL"
PERRYAL,Perry County Corr. Center,AL,IGSA,0,9,"Uniontown, AL"
PRYCOAL,Perry County Jail,AL,UNKNOWN,0,196,"Marion, AL"
AZSPPER,Perryville State Prison,AZ,IGSA,0,196,"Goodyear, AZ"
BOPPET,Petersburg Fed.Corr.Inst.,VA,UNKNOWN,0,196,"Hopewell, VA"
PHELPNE,Phelps County Jail,NE,USMS IGA,0,196,"Holdrege, NE"
PHIHOLD,Phi District Office,PA,HOLD,0,196,"Philadelphia, PA"
PHILLMT,"Phillips County Jail, MT",MT,IGSA,0,196,"Malta, MT"
PHPMHGA,Phoebe Putney Memorial Hosp,GA,HOSPITAL,0,196,"Albany, GA"
PHOSMGA,Phoebe Sumter Med Ctr,GA,HOSPITAL,0,196,"Americus, GA"
PHOHOLD,Phoenix Dist Office,AZ,HOLD,0,196,"Phoenix, AZ"
BOPPHX,Phoenix Fed.Corr.Inst.,AZ,BOP,116,119,"Phoenix, AZ"
PICKJOH,Pickaway County Jail,OH,IGSA,0,196,"Circleville, OH"
PCKNSAL,Pickens County Det Ctr,AL,IGSA,143,196,"Carrollton, AL"
PMREGVA,Piedmont Reg Jail,VA,IGSA,0,6,"Farmville, VA"
PCRMMGA,Piedmount Columbus Reg Midtown MC,GA,HOSPITAL,184,185,"Columbus, GA"
PIERCND,Pierce County Jail,ND,OTHER,0,196,"Rugby, ND"
PKEHOLD,Pike County ERO Hold Room,PA,HOLD,95,196,"Hawley, PA"
PKCNTPA,Pike County Jail,PA,IGSA,162,164,"Lords Valley, PA"
PIKCOPA,Pike County Jail,PA,IGSA,0,196,"Lords Valley, PA"
PIMAJAZ,Pima County Jail,AZ,IGSA,107,111,"Tucson, AZ"
PINALAZ,Pinal County Jail,AZ,IGSA,0,70,"Florence, AZ"
ILPICKN,Pinckneyville Correctional Center,IL,UNKNOWN,0,196,"Pinckneyville, IL"
PINEPLA,Pine Prairie ICE Processing Center,LA,DIGSA,88,196,"Pine Prairie, LA"
PINELFL,Pinellas County Jail,FL,USMS IGA,1,196,"Clearwater, FL"
PISCAME,Piscataguis County Jail,ME,USMS IGA,1,34,"Dover-Foxcroft, ME"
PITHOLD,Pittsburgh Holdroom,PA,HOLD,88,196,"Pittsburgh, PA"
PLATTMO,Platte County Jail,MO,IGSA,1,144,"Platte City, MO"
PLATTWY,Platte County Jail,WY,USMS IGA,1,196,"Wheatland, WY"
PLYMOMA,Plymouth Co Cor Facilty,MA,IGSA,0,196,"Plymouth, MA"
POLKJIA,Polk County Jail,IA,USMS IGA,0,196,"Des Moines, IA"
BOPPOL,Pollock USP,LA,BOP,0,196,"Pollock, LA"
POMONCA,Pomona City Jail,CA,USMS IGA,0,63,"Pomona, CA"
PONDEMT,Pondera County Jail,MT,IGSA,7,8,"Conrad, MT"
PTISBTX,Port Isabel Police Dept.,TX,UNKNOWN,0,196,"Port Isabel, TX"
PIC,Port Isabel SPC,TX,SPC,0,196,"Los Fresnos, TX"
POOHOLD,Portland District Office,OR,HOLD,0,196,"Portland, OR"
POMHOLD,"Portland, ME Holdroom",ME,HOLD,32,163,"Portland, ME"
POTTAIA,Pottawattamie County Jail,IA,USMS IGA,0,196,"Council Bluffs, IA"
PRLDCTX,Prairieland Detention Center,TX,DIGSA,100,196,"Alvarado, TX"
PRLHOLD,Prairieland Suboffice Hold Room,TX,HOLD,106,180,"Alvarado, TX"
PRSHANM,Presbyterian Hosp Abq,NM,HOSPITAL,0,196,"Albuquerque, NM"
PRESITX,Presidio County Jail,TX,IGSA,0,196,"Marfa, TX"
PWILLVA,Prince William,VA,USMS IGA,12,112,"Manassas, VA"
KPCHOAZ,Promise Hospital,AZ,HOSPITAL,196,196,"Mesa, AZ"
PROHOLD,Providence Holdroom,RI,HOLD,179,196,"Warwick, RI"
