Date,Midnight population,24-hour population,Book-ins,Book-outs
2014-07-15,"36,820","38,541","1,435","1,721"
2014-07-16,"36,357","38,108","1,288","1,751"
2014-07-17,"35,664","37,663","1,306","1,999"
2014-07-18,"35,343","37,048","1,384","1,705"
2014-07-19,"35,632","35,960",617,328
2014-07-20,"35,949","36,196",564,247
2014-07-21,"35,838","37,336","1,387","1,498"
2014-07-22,"35,232","36,970","1,132","1,738"
2014-07-23,"34,666","36,376","1,144","1,710"
2014-07-24,"34,126","35,960","1,294","1,834"
2014-07-25,"33,919","35,533","1,407","1,614"
2014-07-26,"34,045","34,380",461,335
2014-07-27,"34,410","34,548",503,138
2014-07-28,"34,405","35,788","1,378","1,383"
2014-07-29,"34,112","35,770","1,365","1,658"
2014-07-30,"33,913","35,300","1,188","1,387"
2014-07-31,"33,516","35,235","1,322","1,719"
2014-08-01,"33,795","35,110","1,594","1,315"
2014-08-02,"34,150","34,360",565,210
2014-08-03,"34,615","34,675",525,60
2014-08-04,"35,080","35,984","1,369",904
2014-08-05,"34,845","36,352","1,272","1,507"
2014-08-06,"34,753","36,311","1,466","1,558"
2014-08-07,"34,422","36,097","1,344","1,675"
2014-08-08,"34,028","35,827","1,405","1,799"
2014-08-09,"34,350","34,634",606,284
2014-08-10,"34,753","34,849",499,96
2014-08-11,"34,635","36,002","1,249","1,367"
2014-08-12,"34,579","36,053","1,418","1,474"
2014-08-13,"34,355","35,850","1,271","1,495"
2014-08-14,"33,736","35,562","1,207","1,826"
2014-08-15,"34,099","35,235","1,499","1,136"
2014-08-16,"34,364","34,625",526,261
2014-08-17,"34,634","34,775",411,141
2014-08-18,"34,489","35,811","1,177","1,322"
2014-08-19,"33,885","35,565","1,076","1,680"
2014-08-20,"33,409","34,926","1,041","1,517"
2014-08-21,"32,909","34,551","1,142","1,642"
2014-08-22,"32,870","34,275","1,366","1,405"
2014-08-23,"33,006","33,299",429,293
2014-08-24,"33,256","33,364",358,108
2014-08-25,"33,273","34,367","1,111","1,094"
2014-08-26,"33,075","34,236",963,"1,161"
2014-08-27,"32,869","34,215","1,140","1,346"
2014-08-28,"32,279","33,882","1,013","1,603"
2014-08-29,"32,246","33,740","1,461","1,494"
2014-08-30,"32,199","32,590",344,391
2014-08-31,"32,603","32,679",480,76
2014-09-01,"32,687","33,099",496,412
2014-09-02,"32,686","33,848","1,161","1,162"
2014-09-03,"32,194","33,844","1,158","1,650"
2014-09-04,"32,001","33,297","1,103","1,296"
2014-09-05,"31,882","33,284","1,283","1,402"
2014-09-06,"32,113","32,289",407,176
2014-09-07,"32,367","32,453",340,86
2014-09-08,"32,210","33,401","1,034","1,191"
2014-09-09,"32,056","33,423","1,213","1,367"
2014-09-10,"31,897","33,129","1,073","1,232"
2014-09-11,"31,714","33,061","1,164","1,347"
2014-09-12,"31,601","32,973","1,259","1,372"
2014-09-13,"31,806","32,082",481,276
2014-09-14,"32,109","32,199",393,90
2014-09-15,"32,448","33,223","1,114",775
2014-09-16,"32,096","33,629","1,181","1,533"
2014-09-17,"31,643","33,175","1,079","1,532"
2014-09-18,"31,040","32,634",991,"1,594"
2014-09-19,"30,663","32,256","1,216","1,593"
2014-09-20,"30,740","31,049",386,309
2014-09-21,"30,949","31,065",325,116
2014-09-22,"30,834","31,938",989,"1,104"
2014-09-23,"30,571","31,932","1,098","1,361"
2014-09-24,"30,252","31,683","1,112","1,431"
2014-09-25,"29,842","31,228",976,"1,386"
2014-09-26,"29,874","31,040","1,198","1,166"
2014-09-27,"29,948","30,213",339,265
2014-09-28,"30,143","30,295",347,152
2014-09-29,"29,902","31,032",889,"1,130"
2014-09-30,"29,614","30,876",974,"1,262"
2014-10-01,"29,382","30,675","1,061","1,293"
2014-10-02,"29,322","30,501","1,119","1,179"
2014-10-03,"29,085","30,476","1,154","1,391"
2014-10-04,"29,205","29,418",333,213
2014-10-05,"29,459","29,552",347,93
2014-10-06,"29,324","30,421",962,"1,097"
2014-10-07,"29,061","30,384","1,060","1,323"
2014-10-08,"28,619","30,000",939,"1,381"
2014-10-09,"28,063","29,646","1,027","1,583"
2014-10-10,"28,179","29,496","1,433","1,317"
2014-10-11,"27,941","28,483",304,542
2014-10-12,"28,157","28,207",266,50
2014-10-13,"28,057","28,691",534,634
2014-10-14,"28,104","29,202","1,145","1,098"
2014-10-15,"27,998","29,234","1,130","1,236"
2014-10-16,"27,605","28,985",987,"1,380"
2014-10-17,"27,392","28,723","1,118","1,331"
2014-10-18,"27,460","27,872",480,412
2014-10-19,"27,707","27,802",342,95
2014-10-20,"27,930","28,847","1,140",917
2014-10-21,"27,714","28,912",982,"1,198"
2014-10-22,"27,652","28,722","1,008","1,070"
2014-10-23,"27,208","28,757","1,105","1,549"
2014-10-24,"27,129","28,476","1,268","1,347"
2014-10-25,"27,155","27,583",454,428
2014-10-26,"27,353","27,511",356,158
2014-10-27,"27,309","28,440","1,087","1,131"
2014-10-28,"27,015","28,341","1,032","1,326"
2014-10-29,"27,126","28,096","1,081",970
2014-10-30,"27,001","28,297","1,171","1,296"
2014-10-31,"27,119","28,143","1,142","1,024"
2014-11-01,"27,298","27,497",378,199
2014-11-02,"27,547","27,712",414,165
2014-11-03,"27,560","28,538",991,978
2014-11-04,"27,201","28,631","1,071","1,430"
2014-11-05,"27,100","28,133",932,"1,033"
2014-11-06,"26,699","28,206","1,106","1,507"
2014-11-07,"26,528","27,844","1,145","1,316"
2014-11-08,"26,591","26,862",334,271
2014-11-09,"26,788","26,923",332,135
2014-11-10,"26,790","27,751",963,961
2014-11-11,"26,666","27,310",520,644
2014-11-12,"26,647","27,665",999,"1,018"
2014-11-13,"26,210","27,694","1,047","1,484"
2014-11-14,"26,160","27,359","1,149","1,199"
2014-11-15,"26,243","26,483",323,240
2014-11-16,"26,413","26,675",432,262
2014-11-17,"26,406","27,378",965,972
2014-11-18,"26,203","27,365",959,"1,162"
2014-11-19,"26,010","27,174",971,"1,164"
2014-11-20,"25,670","27,005",995,"1,335"
2014-11-21,"25,416","26,846","1,176","1,430"
2014-11-22,"25,544","25,748",332,204
2014-11-23,"25,810","25,910",366,100
2014-11-24,"25,743","26,831","1,021","1,088"
2014-11-25,"25,529","26,769","1,026","1,240"
2014-11-26,"25,442","26,688","1,159","1,246"
2014-11-27,"25,521","25,819",377,298
2014-11-28,"25,382","26,461",940,"1,079"
2014-11-29,"25,592","25,732",350,140
2014-11-30,"25,722","25,929",337,207
2014-12-01,"26,059","26,738","1,016",679
2014-12-02,"26,013","27,097","1,038","1,084"
2014-12-03,"25,982","26,926",913,944
2014-12-04,"25,575","27,086","1,104","1,511"
2014-12-05,"25,371","26,737","1,162","1,366"
2014-12-06,"25,541","25,797",426,256
2014-12-07,"25,746","25,882",341,136
2014-12-08,"25,836","26,686",940,850
2014-12-09,"25,505","26,792",956,"1,287"
2014-12-10,"25,598","26,502",997,904
2014-12-11,"25,087","26,608","1,010","1,521"
2014-12-12,"25,054","26,252","1,165","1,198"
2014-12-13,"25,088","25,432",378,344
2014-12-14,"25,345","25,470",382,125
2014-12-15,"25,494","26,373","1,028",879
2014-12-16,"25,267","26,703","1,209","1,436"
2014-12-17,"25,093","26,304","1,037","1,211"
2014-12-18,"24,516","26,030",937,"1,514"
2014-12-19,"24,251","25,619","1,103","1,368"
2014-12-20,"24,447","24,765",514,318
2014-12-21,"24,625","24,817",370,192
2014-12-22,"24,588","25,554",929,966
2014-12-23,"23,997","25,543",955,"1,546"
2014-12-24,"24,605","25,153","1,156",548
2014-12-25,"24,746","24,944",339,198
2014-12-26,"24,929","25,117",371,188
2014-12-27,"25,086","25,251",322,165
2014-12-28,"25,192","25,334",248,142
2014-12-29,"25,270","26,033",841,763
2014-12-30,"25,041","26,117",847,"1,076"
2014-12-31,"25,268","25,789",748,521
2015-01-01,"25,458","25,534",266,76
2015-01-02,"25,672","26,191",733,519
2015-01-03,"25,777","25,882",210,105
2015-01-04,"25,774","25,980",203,206
2015-01-05,"25,770","26,468",694,698
2015-01-06,"25,406","26,517",747,"1,111"
2015-01-07,"25,248","26,236",830,988
2015-01-08,"24,964","26,078",830,"1,114"
2015-01-09,"24,601","25,808",844,"1,207"
2015-01-10,"24,649","24,823",222,174
2015-01-11,"24,790","24,854",205,64
2015-01-12,"24,682","25,528",738,846
2015-01-13,"24,464","25,507",825,"1,043"
2015-01-14,"24,244","25,254",790,"1,010"
2015-01-15,"23,959","24,962",718,"1,003"
2015-01-16,"23,845","25,058","1,099","1,213"
2015-01-17,"23,910","24,191",346,281
2015-01-18,"24,047","24,133",223,86
2015-01-19,"23,907","24,421",374,514
2015-01-20,"23,897","24,892",985,995
2015-01-21,"23,941","24,706",809,765
2015-01-22,"23,393","24,764",823,"1,371"
2015-01-23,"23,156","24,341",948,"1,185"
2015-01-24,"23,273","23,473",317,200
2015-01-25,"23,463","23,545",272,82
2015-01-26,"23,465","24,290",827,825
2015-01-27,"23,280","24,304",839,"1,024"
2015-01-28,"23,186","24,020",740,834
2015-01-29,"22,809","24,127",941,"1,318"
2015-01-30,"22,582","23,757",948,"1,175"
2015-01-31,"22,782","22,993",411,211
2015-02-01,"23,000","23,093",311,93
2015-02-02,"23,245","23,861",861,616
2015-02-03,"23,022","24,114",869,"1,092"
2015-02-04,"23,061","23,884",862,823
2015-02-05,"22,780","23,880",819,"1,100"
2015-02-06,"22,733","23,760",980,"1,027"
2015-02-07,"22,793","23,019",286,226
2015-02-08,"22,942","23,056",263,114
2015-02-09,"23,102","23,789",847,687
2015-02-10,"23,080","24,020",918,940
2015-02-11,"23,119","23,987",907,868
2015-02-12,"22,790","23,955",836,"1,165"
2015-02-13,"22,862","23,820","1,030",958
2015-02-14,"23,024","23,206",344,182
2015-02-15,"23,237","23,319",295,82
2015-02-16,"23,465","23,594",357,129
2015-02-17,"23,545","24,432",967,887
2015-02-18,"23,470","24,403",858,933
2015-02-19,"23,264","24,376",906,"1,112"
2015-02-20,"23,087","24,253",989,"1,166"
2015-02-21,"23,185","23,422",335,237
2015-02-22,"23,307","23,425",240,118
2015-02-23,"23,529","24,064",757,535
2015-02-24,"23,217","24,303",774,"1,086"
2015-02-25,"23,335","24,211",994,876
2015-02-26,"23,023","24,102",767,"1,079"
2015-02-27,"22,900","24,061","1,038","1,161"
2015-02-28,"23,107","23,301",401,194
2015-03-01,"23,809","23,941",834,132
2015-03-02,"24,592","25,231","1,422",639
2015-03-03,"25,004","25,939","1,347",935
2015-03-04,"25,319","26,084","1,080",765
2015-03-05,"25,196","26,119",800,923
2015-03-06,"25,099","26,342","1,146","1,243"
2015-03-07,"25,228","25,470",371,242
2015-03-08,"25,447","25,564",336,117
2015-03-09,"25,755","26,322",875,567
2015-03-10,"25,579","26,587",832,"1,008"
2015-03-11,"25,490","26,503",924,"1,013"
2015-03-12,"25,158","26,366",876,"1,208"
2015-03-13,"25,033","26,160","1,002","1,127"
2015-03-14,"25,108","25,380",347,272
2015-03-15,"25,259","25,351",243,92
2015-03-16,"25,490","26,062",803,572
2015-03-17,"25,256","26,365",875,"1,109"
2015-03-18,"25,454","26,159",903,705
2015-03-19,"25,322","26,312",858,990
2015-03-20,"25,156","26,331","1,009","1,175"
2015-03-21,"25,184","25,538",382,354
2015-03-22,"25,367","25,488",304,121
2015-03-23,"25,680","26,255",888,575
2015-03-24,"25,462","26,643",963,"1,181"
2015-03-25,"25,551","26,419",957,868
2015-03-26,"25,261","26,452",901,"1,191"
2015-03-27,"25,054","26,341","1,080","1,287"
2015-03-28,"25,113","25,434",380,321
2015-03-29,"25,275","25,431",318,156
2015-03-30,"25,367","26,070",795,703
2015-03-31,"25,511","26,305",938,794
2015-04-01,"25,941","26,568","1,057",627
2015-04-02,"26,231","26,931",990,700
2015-04-03,"26,762","27,352","1,121",590
2015-04-04,"26,860","27,190",428,330
2015-04-05,"27,007","27,160",300,153
2015-04-06,"27,005","27,860",853,855
2015-04-07,"26,643","27,907",902,"1,264"
2015-04-08,"26,597","27,465",822,868
2015-04-09,"26,368","27,568",971,"1,200"
2015-04-10,"26,358","27,555","1,187","1,197"
2015-04-11,"26,390","26,761",403,371
2015-04-12,"26,568","26,733",343,165
2015-04-13,"26,902","27,452",884,550
2015-04-14,"26,922","27,899",997,977
2015-04-15,"26,738","27,853",931,"1,115"
2015-04-16,"26,437","27,736",998,"1,299"
2015-04-17,"26,265","27,494","1,057","1,229"
2015-04-18,"26,287","26,624",359,337
2015-04-19,"26,367","26,547",260,180
2015-04-20,"26,610","27,272",905,662
2015-04-21,"26,556","27,519",909,963
2015-04-22,"26,593","27,545",989,952
2015-04-23,"26,422","27,505",912,"1,083"
2015-04-24,"26,063","27,606","1,184","1,543"
2015-04-25,"26,172","26,481",418,309
2015-04-26,"26,348","26,565",393,217
2015-04-27,"26,457","27,315",967,858
2015-04-28,"26,418","27,547","1,090","1,129"
2015-04-29,"26,487","27,398",980,911
2015-04-30,"26,317","27,567","1,080","1,250"
2015-05-01,"26,754","27,623","1,306",869
2015-05-02,"26,889","27,185",431,296
2015-05-03,"27,112","27,206",317,94
2015-05-04,"27,206","28,069",957,863
2015-05-05,"27,183","28,255","1,049","1,072"
2015-05-06,"27,163","28,207","1,024","1,044"
2015-05-07,"26,962","28,129",966,"1,167"
2015-05-08,"27,052","28,127","1,165","1,075"
2015-05-09,"27,271","27,540",488,269
2015-05-10,"27,468","27,649",378,181
2015-05-11,"27,842","28,650","1,182",808
2015-05-12,"27,983","28,901","1,059",918
2015-05-13,"27,898","28,918",935,"1,020"
2015-05-14,"27,543","28,893",995,"1,350"
2015-05-15,"27,555","28,716","1,173","1,161"
2015-05-16,"27,747","28,026",471,279
2015-05-17,"28,079","28,202",455,123
2015-05-18,"28,380","29,186","1,107",806
2015-05-19,"28,308","29,564","1,184","1,256"
2015-05-20,"28,176","29,392","1,084","1,216"
2015-05-21,"28,205","29,337","1,161","1,132"
2015-05-22,"28,128","29,483","1,278","1,355"
2015-05-23,"28,176","28,606",478,430
2015-05-24,"28,425","28,556",380,131
2015-05-25,"28,612","28,906",481,294
2015-05-26,"28,658","29,554",942,896
2015-05-27,"28,640","29,703","1,045","1,063"
2015-05-28,"28,454","29,705","1,065","1,251"
2015-05-29,"28,594","29,807","1,353","1,213"
2015-05-30,"28,698","29,018",424,320
2015-05-31,"28,974","29,137",439,163
2015-06-01,"29,131","30,129","1,155",998
2015-06-02,"29,167","30,251","1,120","1,084"
2015-06-03,"29,312","30,202","1,035",890
2015-06-04,"29,189","30,425","1,113","1,236"
2015-06-05,"29,576","30,524","1,335",948
2015-06-06,"29,645","30,034",458,389
2015-06-07,"29,942","30,078",433,136
2015-06-08,"30,219","30,930",988,711
2015-06-09,"30,106","31,176",957,"1,070"
2015-06-10,"29,924","31,026",920,"1,102"
2015-06-11,"29,662","31,032","1,108","1,370"
2015-06-12,"29,670","30,973","1,311","1,303"
2015-06-13,"29,856","30,255",585,399
2015-06-14,"30,113","30,277",421,164
2015-06-15,"30,452","31,199","1,086",747
2015-06-16,"30,350","31,535","1,083","1,185"
2015-06-17,"30,488","31,437","1,087",949
2015-06-18,"30,409","31,566","1,078","1,157"
2015-06-19,"30,359","31,675","1,266","1,316"
2015-06-20,"30,471","30,748",389,277
2015-06-21,"30,789","30,877",406,88
2015-06-22,"30,812","31,770",981,958
2015-06-23,"30,363","31,839","1,027","1,476"
2015-06-24,"30,324","31,417","1,054","1,093"
2015-06-25,"30,186","31,321",997,"1,135"
2015-06-26,"30,278","31,294","1,108","1,016"
2015-06-27,"30,408","30,734",456,326
2015-06-28,"30,632","30,833",425,201
2015-06-29,"30,986","31,564",932,578
2015-06-30,"30,815","32,030","1,044","1,215"
2015-07-01,"30,746","31,832","1,017","1,086"
2015-07-02,"30,372","32,108","1,362","1,736"
2015-07-03,"30,003","30,818",446,815
2015-07-04,"30,177","30,340",337,163
2015-07-05,"30,333","30,532",355,199
2015-07-06,"30,713","31,361","1,028",648
2015-07-07,"30,628","31,773","1,060","1,145"
2015-07-08,"30,780","31,694","1,066",914
2015-07-09,"30,533","31,712",932,"1,179"
2015-07-10,"30,381","31,658","1,125","1,277"
2015-07-11,"30,379","30,859",478,480
2015-07-12,"30,563","30,761",382,198
2015-07-13,"30,752","31,572","1,009",820
2015-07-14,"30,573","31,681",929,"1,108"
2015-07-15,"30,448","31,658","1,085","1,210"
2015-07-16,"30,087","31,401",953,"1,314"
2015-07-17,"29,814","31,126","1,039","1,312"
2015-07-18,"29,746","30,137",323,391
2015-07-19,"29,947","30,171",425,224
2015-07-20,"30,173","30,966","1,019",793
2015-07-21,"29,881","31,301","1,128","1,420"
2015-07-22,"30,103","30,999","1,118",896
2015-07-23,"29,808","31,021",918,"1,213"
2015-07-24,"29,607","30,901","1,093","1,294"
2015-07-25,"29,682","30,027",420,345
2015-07-26,"30,008","30,125",443,117
2015-07-27,"30,157","31,046","1,038",889
2015-07-28,"30,093","31,290","1,133","1,197"
2015-07-29,"29,958","31,047",954,"1,089"
2015-07-30,"29,529","30,845",887,"1,316"
2015-07-31,"29,518","30,579","1,050","1,061"
2015-08-01,"29,583","29,945",427,362
2015-08-02,"29,890","30,033",450,143
2015-08-03,"30,200","30,880",990,680
2015-08-04,"30,065","31,144",944,"1,079"
2015-08-05,"30,153","31,063",998,910
2015-08-06,"29,929","31,090",937,"1,161"
2015-08-07,"29,601","31,025","1,096","1,424"
2015-08-08,"29,801","30,039",438,238
2015-08-09,"30,104","30,196",395,92
2015-08-10,"30,262","31,083",979,821
2015-08-11,"30,231","31,309","1,047","1,078"
2015-08-12,"30,246","31,289","1,058","1,043"
2015-08-13,"30,168","31,188",942,"1,020"
2015-08-14,"30,219","31,313","1,145","1,094"
2015-08-15,"30,366","30,642",423,276
2015-08-16,"30,638","30,804",438,166
2015-08-17,"30,911","31,665","1,027",754
2015-08-18,"30,856","31,966","1,055","1,110"
2015-08-19,"30,902","31,959","1,103","1,057"
2015-08-20,"30,844","31,889",987,"1,045"
2015-08-21,"30,795","32,024","1,180","1,229"
2015-08-22,"30,906","31,287",492,381
2015-08-23,"31,337","31,506",600,169
2015-08-24,"31,528","32,330",993,802
2015-08-25,"31,385","32,650","1,122","1,265"
2015-08-26,"31,369","32,517","1,132","1,148"
2015-08-27,"31,213","32,455","1,086","1,242"
2015-08-28,"31,002","32,317","1,104","1,315"
2015-08-29,"31,143","31,477",475,334
2015-08-30,"31,531","31,648",505,117
2015-08-31,"31,848","32,629","1,098",781
2015-09-01,"31,675","33,017","1,169","1,342"
2015-09-02,"31,615","32,634",959,"1,019"
2015-09-03,"31,483","32,632","1,017","1,149"
2015-09-04,"31,194","32,731","1,248","1,537"
2015-09-05,"31,378","31,648",454,270
2015-09-06,"31,701","31,835",457,134
2015-09-07,"31,870","32,252",551,382
2015-09-08,"32,055","32,953","1,083",898
2015-09-09,"31,953","33,178","1,123","1,225"
2015-09-10,"31,698","32,936",983,"1,238"
2015-09-11,"31,550","32,929","1,231","1,379"
2015-09-12,"31,682","31,994",444,312
2015-09-13,"31,957","32,158",476,201
2015-09-14,"32,009","32,905",948,896
2015-09-15,"31,922","33,136","1,127","1,214"
2015-09-16,"31,740","32,979","1,057","1,239"
2015-09-17,"31,395","32,685",945,"1,290"
2015-09-18,"31,317","32,640","1,245","1,323"
2015-09-19,"31,455","31,787",470,332
2015-09-20,"31,773","31,932",477,159
2015-09-21,"31,926","32,713",940,787
2015-09-22,"31,976","33,113","1,187","1,137"
2015-09-23,"32,080","33,052","1,076",972
2015-09-24,"31,583","32,965",885,"1,382"
2015-09-25,"31,285","32,678","1,095","1,393"
2015-09-26,"31,457","31,739",454,282
2015-09-27,"31,797","31,920",463,123
2015-09-28,"31,849","33,029","1,232","1,180"
2015-09-29,"31,645","32,856","1,007","1,211"
2015-09-30,"31,428","32,626",981,"1,198"
2015-10-01,"31,056","32,415",987,"1,359"
2015-10-02,"30,695","32,190","1,134","1,495"
2015-10-03,"31,018","31,320",625,302
2015-10-04,"31,254","31,476",458,222
2015-10-05,"31,389","32,236",982,847
2015-10-06,"31,064","32,419","1,030","1,355"
2015-10-07,"31,274","32,138","1,074",864
2015-10-08,"31,019","32,254",980,"1,235"
2015-10-09,"30,968","32,310","1,291","1,342"
2015-10-10,"31,085","31,560",592,475
2015-10-11,"31,258","31,511",426,253
2015-10-12,"31,618","31,909",651,291
2015-10-13,"31,474","32,656","1,038","1,182"
2015-10-14,"31,376","32,560","1,086","1,184"
2015-10-15,"31,216","32,306",930,"1,090"
2015-10-16,"31,319","32,527","1,311","1,208"
2015-10-17,"31,319","31,799",480,480
2015-10-18,"31,555","31,808",489,253
2015-10-19,"31,683","32,500",945,817
2015-10-20,"31,672","32,908","1,225","1,236"
2015-10-21,"31,502","32,724","1,052","1,222"
2015-10-22,"31,256","32,463",961,"1,207"
2015-10-23,"30,858","32,303","1,047","1,445"
2015-10-24,"30,688","31,375",517,687
2015-10-25,"30,892","31,215",527,323
2015-10-26,"31,111","31,871",979,760
2015-10-27,"30,957","32,239","1,128","1,282"
2015-10-28,"30,861","31,998","1,041","1,137"
2015-10-29,"30,509","32,062","1,201","1,553"
2015-10-30,"31,058","32,844","2,335","1,786"
2015-10-31,"30,732","31,504",446,772
2015-11-01,"30,937","31,218",486,281
2015-11-02,"31,694","32,411","1,474",717
2015-11-03,"31,414","32,849","1,155","1,435"
2015-11-04,"31,669","32,568","1,154",899
2015-11-05,"31,568","32,804","1,135","1,236"
2015-11-06,"31,211","32,678","1,110","1,467"
2015-11-07,"31,283","31,712",501,429
2015-11-08,"31,591","31,889",606,298
2015-11-09,"31,573","32,639","1,048","1,066"
2015-11-10,"31,585","32,722","1,149","1,137"
2015-11-11,"31,535","32,312",727,777
2015-11-12,"31,162","32,447",912,"1,285"
