Date,Midnight population,24-hour population,Book-ins,Book-outs
2016-12-31,"40,037","40,432",586,395
2017-01-01,"40,237","40,392",355,155
2017-01-02,"40,334","40,522",285,188
2017-01-03,"40,160","41,116",782,956
2017-01-04,"39,689","40,965",805,"1,276"
2017-01-05,"39,306","40,615",926,"1,309"
2017-01-06,"39,123","40,372","1,066","1,249"
2017-01-07,"39,348","39,620",497,272
2017-01-08,"39,474","39,673",325,199
2017-01-09,"39,559","40,255",781,696
2017-01-10,"39,271","40,470",911,"1,199"
2017-01-11,"38,715","40,045",774,"1,330"
2017-01-12,"38,729","39,604",889,875
2017-01-13,"38,740","40,114","1,385","1,374"
2017-01-14,"39,003","39,265",525,262
2017-01-15,"39,289","39,483",480,194
2017-01-16,"39,587","39,910",621,323
2017-01-17,"39,715","40,681","1,094",966
2017-01-18,"39,570","40,968","1,253","1,398"
2017-01-19,"39,611","40,651","1,081","1,040"
2017-01-20,"39,330","40,805","1,194","1,475"
2017-01-21,"39,966","40,146",816,180
2017-01-22,"40,300","40,428",462,128
2017-01-23,"40,342","41,137",837,795
2017-01-24,"40,402","41,412","1,070","1,010"
2017-01-25,"40,464","41,591","1,189","1,127"
2017-01-26,"40,339","41,559","1,095","1,220"
2017-01-27,"40,395","41,713","1,374","1,318"
2017-01-28,"40,523","40,943",548,420
2017-01-29,"40,798","40,967",444,169
2017-01-30,"40,989","41,889","1,091",900
2017-01-31,"41,081","42,143","1,154","1,062"
2017-02-01,"40,734","42,092","1,011","1,358"
2017-02-02,"40,474","41,749","1,015","1,275"
2017-02-03,"40,203","41,745","1,271","1,542"
2017-02-04,"40,398","40,656",453,258
2017-02-05,"40,627","40,845",447,218
2017-02-06,"40,703","41,488",861,785
2017-02-07,"40,598","41,796","1,093","1,198"
2017-02-08,"40,498","41,758","1,160","1,260"
2017-02-09,"40,389","41,694","1,196","1,305"
2017-02-10,"40,229","41,669","1,280","1,440"
2017-02-11,"40,475","40,728",499,253
2017-02-12,"40,688","40,873",398,185
2017-02-13,"40,666","41,550",862,884
2017-02-14,"40,435","41,593",927,"1,158"
2017-02-15,"40,292","41,418",983,"1,126"
2017-02-16,"39,755","41,162",870,"1,407"
2017-02-17,"39,726","40,967","1,212","1,241"
2017-02-18,"39,744","40,079",353,335
2017-02-19,"39,900","40,056",312,156
2017-02-20,"39,912","40,223",323,311
2017-02-21,"39,794","40,805",893,"1,011"
2017-02-22,"39,464","40,772",978,"1,308"
2017-02-23,"39,240","40,350",886,"1,110"
2017-02-24,"38,939","40,283","1,043","1,344"
2017-02-25,"39,159","39,318",379,159
2017-02-26,"39,342","39,447",288,105
2017-02-27,"39,488","40,156",814,668
2017-02-28,"39,531","40,464",976,933
2017-03-01,"39,399","40,411",880,"1,012"
2017-03-02,"38,877","40,244",845,"1,367"
2017-03-03,"38,581","39,855",978,"1,274"
2017-03-04,"38,442","38,833",252,391
2017-03-05,"38,672","38,709",267,37
2017-03-06,"38,816","39,513",841,697
2017-03-07,"38,689","39,658",842,969
2017-03-08,"38,291","39,579",890,"1,288"
2017-03-09,"37,964","39,230",939,"1,266"
2017-03-10,"37,752","39,017","1,053","1,265"
2017-03-11,"37,892","38,027",275,135
2017-03-12,"38,035","38,101",209,66
2017-03-13,"38,218","38,791",756,573
2017-03-14,"38,099","38,964",746,865
2017-03-15,"38,035","38,924",825,889
2017-03-16,"37,536","38,807",772,"1,271"
2017-03-17,"37,268","38,471",935,"1,203"
2017-03-18,"37,450","37,595",327,145
2017-03-19,"37,624","37,672",222,48
2017-03-20,"37,654","38,344",720,690
2017-03-21,"37,534","38,470",816,936
2017-03-22,"37,277","38,332",798,"1,055"
2017-03-23,"36,935","38,113",836,"1,178"
2017-03-24,"36,672","37,792",857,"1,120"
2017-03-25,"36,862","36,965",293,103
2017-03-26,"37,131","37,215",353,84
2017-03-27,"37,107","37,859",728,752
2017-03-28,"36,886","37,969",862,"1,083"
2017-03-29,"36,407","37,640",754,"1,233"
2017-03-30,"36,102","37,316",909,"1,214"
2017-03-31,"35,856","37,002",900,"1,146"
2017-04-01,"36,069","36,177",321,108
2017-04-02,"36,203","36,302",233,99
2017-04-03,"36,191","36,951",748,760
2017-04-04,"35,808","36,956",765,"1,148"
2017-04-05,"35,356","36,540",732,"1,184"
2017-04-06,"35,098","36,155",799,"1,057"
2017-04-07,"34,676","35,964",866,"1,288"
2017-04-08,"34,790","34,929",253,139
2017-04-09,"34,922","34,983",193,61
2017-04-10,"35,091","35,548",626,457
2017-04-11,"35,074","35,885",794,811
2017-04-12,"35,090","35,935",861,845
2017-04-13,"35,063","35,819",729,756
2017-04-14,"35,115","35,919",856,804
2017-04-15,"35,258","35,342",227,84
2017-04-16,"35,421","35,473",215,52
2017-04-17,"35,504","36,094",673,590
2017-04-18,"35,173","36,325",821,"1,152"
2017-04-19,"34,642","36,011",838,"1,369"
2017-04-20,"34,388","35,449",807,"1,061"
2017-04-21,"33,998","35,297",909,"1,299"
2017-04-22,"34,187","34,302",304,115
2017-04-23,"34,276","34,348",161,72
2017-04-24,"34,357","34,966",690,609
2017-04-25,"34,201","35,081",724,880
2017-04-26,"33,896","35,012",811,"1,116"
2017-04-27,"33,405","34,597",701,"1,192"
2017-04-28,"32,967","34,216",811,"1,249"
2017-04-29,"33,150","33,244",277,94
2017-04-30,"33,349","33,411",261,62
2017-05-01,"33,638","34,042",693,404
2017-05-02,"33,381","34,462",824,"1,081"
2017-05-03,"32,943","34,169",788,"1,226"
2017-05-04,"32,697","33,704",761,"1,007"
2017-05-05,"32,288","33,539",842,"1,251"
2017-05-06,"32,426","32,540",252,114
2017-05-07,"32,591","32,687",261,96
2017-05-08,"32,863","33,293",702,430
2017-05-09,"32,915","33,716",853,801
2017-05-10,"32,892","33,716",801,824
2017-05-11,"32,482","33,703",811,"1,221"
2017-05-12,"32,356","33,416",934,"1,060"
2017-05-13,"32,544","32,651",295,107
2017-05-14,"32,705","32,774",230,69
2017-05-15,"32,816","33,446",741,630
2017-05-16,"32,694","33,782",966,"1,088"
2017-05-17,"32,173","33,517",823,"1,344"
2017-05-18,"32,104","32,975",802,871
2017-05-19,"31,901","32,988",884,"1,087"
2017-05-20,"32,175","32,271",370,96
2017-05-21,"32,372","32,484",309,112
2017-05-22,"32,617","33,129",757,512
2017-05-23,"32,792","33,541",924,749
2017-05-24,"32,711","33,638",846,927
2017-05-25,"32,450","33,592",881,"1,142"
2017-05-26,"32,388","33,485","1,035","1,097"
2017-05-27,"32,570","32,681",293,111
2017-05-28,"32,844","32,893",323,49
2017-05-29,"33,016","33,063",219,47
2017-05-30,"32,906","33,820",804,914
2017-05-31,"32,617","33,806",900,"1,189"
2017-06-01,"32,699","33,600",983,901
2017-06-02,"32,579","33,690",991,"1,111"
2017-06-03,"32,737","32,870",291,133
2017-06-04,"32,893","32,981",244,88
2017-06-05,"33,179","33,785",892,606
2017-06-06,"33,213","34,069",890,856
2017-06-07,"33,079","34,173",960,"1,094"
2017-06-08,"32,988","34,000",921,"1,012"
2017-06-09,"32,791","33,973",985,"1,182"
2017-06-10,"32,954","33,100",309,146
2017-06-11,"33,179","33,213",259,34
2017-06-12,"33,499","34,115",936,616
2017-06-13,"33,501","34,444",945,943
2017-06-14,"33,125","34,402",901,"1,277"
2017-06-15,"33,048","34,041",916,993
2017-06-16,"32,896","34,084","1,036","1,188"
2017-06-17,"33,044","33,180",284,136
2017-06-18,"33,255","33,286",242,31
2017-06-19,"33,519","33,967",712,448
2017-06-20,"33,388","34,314",795,926
2017-06-21,"33,384","34,315",927,931
2017-06-22,"33,189","34,300",916,"1,111"
2017-06-23,"32,855","34,136",947,"1,281"
2017-06-24,"33,006","33,192",337,186
2017-06-25,"33,237","33,302",296,65
2017-06-26,"33,519","34,070",833,551
2017-06-27,"33,479","34,420",901,941
2017-06-28,"33,022","34,444",965,"1,422"
2017-06-29,"33,043","33,983",961,940
2017-06-30,"32,907","34,082","1,039","1,175"
2017-07-01,"33,097","33,260",353,163
2017-07-02,"33,319","33,388",291,69
2017-07-03,"33,750","34,222",903,472
2017-07-04,"33,778","34,059",309,281
2017-07-05,"33,819","34,586",808,767
2017-07-06,"33,747","34,684",865,937
2017-07-07,"33,521","34,829","1,082","1,308"
2017-07-08,"33,705","33,882",361,177
2017-07-09,"33,876","33,974",269,98
2017-07-10,"34,144","34,636",760,492
2017-07-11,"34,120","35,113",969,993
2017-07-12,"33,794","35,115",995,"1,321"
2017-07-13,"33,693","34,692",898,999
2017-07-14,"33,430","34,773","1,080","1,343"
2017-07-15,"33,666","33,860",430,194
2017-07-16,"33,889","34,042",376,153
2017-07-17,"34,243","34,718",829,475
2017-07-18,"34,192","35,133",890,941
2017-07-19,"34,094","35,100",908,"1,006"
2017-07-20,"33,991","35,157","1,063","1,166"
2017-07-21,"33,916","35,111","1,120","1,195"
2017-07-22,"34,210","34,346",430,136
2017-07-23,"34,770","34,847",637,77
2017-07-24,"35,194","35,753",983,559
2017-07-25,"35,371","36,253","1,059",882
2017-07-26,"35,055","36,476","1,105","1,421"
2017-07-27,"34,783","36,052",997,"1,269"
2017-07-28,"34,456","35,862","1,079","1,406"
2017-07-29,"34,758","34,948",492,190
2017-07-30,"34,945","35,070",312,125
2017-07-31,"35,269","35,890",945,621
2017-08-01,"35,488","36,351","1,082",863
2017-08-02,"35,543","36,536","1,048",993
2017-08-03,"35,203","36,456",913,"1,253"
2017-08-04,"34,932","36,378","1,175","1,446"
2017-08-05,"35,236","35,432",500,196
2017-08-06,"35,508","35,608",372,100
2017-08-07,"35,740","36,355",847,615
2017-08-08,"35,758","36,775","1,035","1,017"
2017-08-09,"35,325","36,754",996,"1,429"
2017-08-10,"35,235","36,308",983,"1,073"
2017-08-11,"34,894","36,410","1,175","1,516"
2017-08-12,"35,130","35,349",455,219
2017-08-13,"35,449","35,551",421,102
2017-08-14,"35,682","36,377",928,695
2017-08-15,"35,932","36,770","1,088",838
2017-08-16,"35,834","37,066","1,134","1,232"
2017-08-17,"35,618","36,863","1,029","1,245"
2017-08-18,"35,503","36,861","1,243","1,358"
2017-08-19,"35,660","35,975",472,315
2017-08-20,"35,974","36,077",417,103
2017-08-21,"36,162","36,891",917,729
2017-08-22,"36,202","37,150",988,948
2017-08-23,"35,984","37,368","1,166","1,384"
2017-08-24,"35,635","36,885",902,"1,250"
2017-08-25,"35,414","36,739","1,104","1,325"
2017-08-26,"35,743","35,938",524,195
2017-08-27,"36,070","36,161",418,91
2017-08-28,"36,359","36,907",837,548
2017-08-29,"36,568","37,489","1,130",921
2017-08-30,"36,600","37,569","1,001",969
2017-08-31,"36,110","37,503",903,"1,393"
2017-09-01,"36,000","37,423","1,313","1,423"
2017-09-02,"36,211","36,490",490,279
2017-09-03,"36,520","36,676",465,156
2017-09-04,"36,502","36,932",412,430
2017-09-05,"36,478","37,460",958,982
2017-09-06,"36,164","37,494","1,016","1,330"
2017-09-07,"36,050","37,290","1,126","1,240"
2017-09-08,"36,206","37,274","1,224","1,068"
2017-09-09,"36,493","36,687",481,194
2017-09-10,"36,768","36,896",403,128
2017-09-11,"36,910","37,702",934,792
2017-09-12,"37,098","38,088","1,178",990
2017-09-13,"36,765","38,138","1,040","1,373"
2017-09-14,"36,573","37,839","1,074","1,266"
2017-09-15,"36,596","37,686","1,113","1,090"
2017-09-16,"36,690","36,989",393,299
2017-09-17,"37,003","37,082",392,79
2017-09-18,"37,203","37,985",982,782
2017-09-19,"37,163","38,176",973,"1,013"
2017-09-20,"36,848","38,327","1,164","1,479"
2017-09-21,"36,634","37,929","1,081","1,295"
2017-09-22,"36,221","37,767","1,133","1,546"
2017-09-23,"36,454","36,612",391,158
2017-09-24,"36,930","37,015",561,85
2017-09-25,"37,125","37,909",979,784
2017-09-26,"37,176","38,316","1,191","1,140"
2017-09-27,"37,175","38,337","1,161","1,162"
2017-09-28,"36,792","38,173",998,"1,381"
2017-09-29,"36,508","37,891","1,099","1,383"
2017-09-30,"36,893","37,057",549,164
2017-10-01,"37,250","37,315",422,65
2017-10-02,"37,531","38,260","1,010",729
2017-10-03,"37,305","38,552","1,021","1,247"
2017-10-04,"37,295","38,533","1,228","1,238"
2017-10-05,"36,888","38,325","1,030","1,437"
2017-10-06,"37,082","38,238","1,350","1,156"
2017-10-07,"37,388","37,600",518,212
2017-10-08,"37,878","37,976",588,98
2017-10-09,"38,010","38,305",427,295
2017-10-10,"38,143","39,100","1,090",957
2017-10-11,"37,848","39,293","1,150","1,445"
2017-10-12,"37,643","38,885","1,037","1,242"
2017-10-13,"37,593","38,858","1,215","1,265"
2017-10-14,"37,898","38,063",470,165
2017-10-15,"38,217","38,335",437,118
2017-10-16,"38,112","39,202",985,"1,090"
2017-10-17,"38,354","39,385","1,273","1,031"
2017-10-18,"38,103","39,481","1,127","1,378"
2017-10-19,"37,975","39,294","1,191","1,319"
2017-10-20,"37,992","39,270","1,295","1,278"
2017-10-21,"38,197","38,387",395,190
2017-10-22,"38,636","38,742",545,106
2017-10-23,"38,640","39,617",981,977
2017-10-24,"38,823","40,026","1,386","1,203"
2017-10-25,"38,704","40,054","1,231","1,350"
2017-10-26,"38,659","39,981","1,277","1,322"
2017-10-27,"38,685","39,988","1,329","1,303"
2017-10-28,"38,971","39,202",517,231
2017-10-29,"39,247","39,384",413,137
2017-10-30,"39,338","40,335","1,088",997
2017-10-31,"39,190","40,336",998,"1,146"
2017-11-01,"39,174","40,304","1,114","1,130"
2017-11-02,"38,922","40,337","1,163","1,415"
2017-11-03,"38,806","40,200","1,278","1,394"
2017-11-04,"39,066","39,382",576,316
2017-11-05,"39,501","39,660",594,159
2017-11-06,"39,613","40,508","1,007",895
2017-11-07,"39,582","40,887","1,274","1,305"
2017-11-08,"39,441","40,872","1,290","1,431"
2017-11-09,"39,353","40,876","1,435","1,523"
2017-11-10,"39,212","40,123",770,911
2017-11-11,"39,549","39,735",523,186
2017-11-12,"39,748","39,920",371,172
2017-11-13,"39,621","40,711",963,"1,090"
2017-11-14,"39,716","41,006","1,385","1,290"
2017-11-15,"39,415","40,867","1,151","1,452"
2017-11-16,"39,103","40,579","1,164","1,476"
2017-11-17,"39,026","40,444","1,341","1,418"
2017-11-18,"39,321","39,594",568,273
2017-11-19,"39,616","39,828",507,212
2017-11-20,"39,766","40,680","1,064",914
2017-11-21,"39,500","40,942","1,176","1,442"
2017-11-22,"39,316","40,789","1,289","1,473"
2017-11-23,"39,557","39,984",668,427
2017-11-24,"39,571","40,453",896,882
2017-11-25,"39,600","39,977",406,377
2017-11-26,"39,751","40,050",450,299
2017-11-27,"40,158","40,861","1,110",703
2017-11-28,"40,134","41,477","1,319","1,343"
2017-11-29,"39,971","41,371","1,237","1,400"
2017-11-30,"40,007","41,315","1,344","1,308"
2017-12-01,"40,084","41,543","1,536","1,459"
2017-12-02,"40,210","40,655",571,445
2017-12-03,"40,779","40,996",786,217
2017-12-04,"40,887","41,862","1,083",975
2017-12-05,"40,827","42,191","1,304","1,364"
2017-12-06,"40,726","42,272","1,445","1,546"
2017-12-07,"40,338","41,908","1,182","1,570"
2017-12-08,"40,475","41,591","1,253","1,116"
2017-12-09,"40,723","41,118",643,395
2017-12-10,"40,964","41,235",512,271
2017-12-11,"40,828","42,100","1,136","1,272"
2017-12-12,"40,646","42,086","1,258","1,440"
2017-12-13,"40,293","41,928","1,282","1,635"
2017-12-14,"40,112","41,708","1,415","1,596"
2017-12-15,"39,981","41,401","1,289","1,420"
2017-12-16,"40,282","40,618",637,336
2017-12-17,"40,676","40,926",644,250
2017-12-18,"40,683","41,787","1,111","1,104"
2017-12-19,"40,589","41,913","1,230","1,324"
2017-12-20,"40,390","42,019","1,430","1,629"
2017-12-21,"39,997","41,565","1,175","1,568"
2017-12-22,"40,259","41,525","1,528","1,266"
2017-12-23,"40,544","40,927",668,383
2017-12-24,"40,938","41,115",571,177
2017-12-25,"41,379","41,455",517,76
2017-12-26,"41,444","42,289",910,845
2017-12-27,"41,004","42,379",935,"1,375"
2017-12-28,"40,553","42,033","1,029","1,480"
2017-12-29,"40,588","41,800","1,247","1,212"
2017-12-30,"40,762","41,207",619,445
2017-12-31,"41,024","41,255",493,231
2018-01-01,"41,310","41,441",417,131
2018-01-02,"41,138","42,086",776,948
2018-01-03,"40,810","42,035",897,"1,225"
2018-01-04,"40,404","41,724",914,"1,320"
2018-01-05,"40,213","41,493","1,089","1,280"
2018-01-06,"40,455","40,705",492,250
2018-01-07,"40,672","40,835",380,163
2018-01-08,"40,340","41,413",741,"1,073"
2018-01-09,"40,273","41,261",921,988
2018-01-10,"40,043","41,288","1,015","1,245"
2018-01-11,"39,660","40,993",950,"1,333"
2018-01-12,"39,495","40,878","1,218","1,383"
2018-01-13,"39,669","39,925",430,256
2018-01-14,"39,987","40,148",479,161
2018-01-15,"40,305","40,540",553,235
2018-01-16,"40,428","41,158",853,730
2018-01-17,"40,623","41,481","1,053",858
2018-01-18,"40,301","41,674","1,051","1,373"
2018-01-19,"40,131","41,647","1,346","1,516"
2018-01-20,"40,158","40,518",387,360
2018-01-21,"40,459","40,713",555,254
2018-01-22,"40,530","41,477","1,018",947
2018-01-23,"40,362","41,734","1,204","1,372"
2018-01-24,"40,251","41,553","1,191","1,302"
2018-01-25,"40,133","41,507","1,256","1,374"
2018-01-26,"40,267","41,458","1,325","1,191"
2018-01-27,"40,522","40,894",627,372
2018-01-28,"40,784","40,941",419,157
2018-01-29,"40,920","41,865","1,081",945
2018-01-30,"40,797","42,102","1,182","1,305"
2018-01-31,"40,529","41,944","1,147","1,415"
2018-02-01,"40,291","41,717","1,188","1,426"
2018-02-02,"40,057","41,644","1,353","1,587"
2018-02-03,"40,254","40,584",527,330
2018-02-04,"40,451","40,668",414,217
2018-02-05,"40,642","41,407",956,765
2018-02-06,"40,290","41,625",983,"1,335"
2018-02-07,"40,014","41,390","1,100","1,376"
2018-02-08,"39,775","41,227","1,213","1,452"
2018-02-09,"39,687","41,183","1,408","1,496"
2018-02-10,"39,868","40,270",583,402
2018-02-11,"40,233","40,417",549,184
2018-02-12,"40,194","41,336","1,103","1,142"
2018-02-13,"40,021","41,359","1,165","1,338"
2018-02-14,"39,927","41,284","1,263","1,357"
2018-02-15,"39,612","41,102","1,175","1,490"
2018-02-16,"39,535","41,060","1,448","1,525"
2018-02-17,"39,766","40,161",626,395
2018-02-18,"40,120","40,280",514,160
2018-02-19,"40,294","40,611",491,317
2018-02-20,"40,296","41,376","1,082","1,080"
2018-02-21,"39,992","41,392","1,096","1,400"
2018-02-22,"40,036","41,260","1,268","1,224"
2018-02-23,"39,728","41,343","1,307","1,615"
2018-02-24,"39,964","40,432",704,468
2018-02-25,"40,349","40,552",588,203
2018-02-26,"40,504","41,536","1,187","1,032"
2018-02-27,"40,495","41,771","1,267","1,276"
2018-02-28,"40,280","41,740","1,245","1,460"
2018-03-01,"39,943","41,460","1,180","1,517"
2018-03-02,"39,696","41,145","1,202","1,449"
2018-03-03,"40,045","40,375",679,330
2018-03-04,"40,409","40,581",536,172
2018-03-05,"40,590","41,508","1,099",918
2018-03-06,"40,457","41,868","1,278","1,411"
2018-03-07,"40,180","41,467","1,010","1,287"
2018-03-08,"39,905","41,228","1,048","1,323"
2018-03-09,"39,779","41,291","1,386","1,512"
2018-03-10,"39,972","40,357",578,385
2018-03-11,"40,325","40,502",530,177
2018-03-12,"40,303","41,409","1,084","1,106"
2018-03-13,"40,212","41,469","1,166","1,257"
2018-03-14,"40,066","41,553","1,341","1,487"
2018-03-15,"40,000","41,412","1,346","1,412"
2018-03-16,"39,926","41,340","1,340","1,414"
2018-03-17,"40,326","40,680",754,354
2018-03-18,"40,766","40,966",640,200
2018-03-19,"41,086","41,962","1,196",876
2018-03-20,"40,992","42,456","1,370","1,464"
2018-03-21,"40,897","42,341","1,349","1,444"
2018-03-22,"40,669","42,285","1,388","1,616"
2018-03-23,"40,264","41,959","1,290","1,695"
2018-03-24,"40,357","40,893",629,536
2018-03-25,"40,427","40,815",458,388
2018-03-26,"40,062","41,381",954,"1,319"
2018-03-27,"40,161","41,488","1,426","1,327"
2018-03-28,"40,189","41,407","1,246","1,218"
2018-03-29,"40,262","41,580","1,391","1,318"
2018-03-30,"40,526","41,588","1,326","1,062"
2018-03-31,"40,699","41,171",645,472
2018-04-01,"41,037","41,260",561,223
2018-04-02,"41,033","42,086","1,049","1,053"
2018-04-03,"40,982","42,153","1,120","1,171"
2018-04-04,"40,446","42,143","1,161","1,697"
2018-04-05,"40,130","41,684","1,238","1,554"
2018-04-06,"39,813","41,392","1,262","1,579"
2018-04-07,"39,942","40,422",609,480
2018-04-08,"40,312","40,505",563,193
2018-04-09,"40,328","41,425","1,113","1,097"
2018-04-10,"40,239","41,632","1,304","1,393"
2018-04-11,"39,953","41,428","1,189","1,475"
2018-04-12,"39,857","41,337","1,384","1,480"
2018-04-13,"39,753","41,341","1,484","1,588"
2018-04-14,"40,135","40,632",879,497
2018-04-15,"40,398","40,673",538,275
2018-04-16,"40,779","41,540","1,142",761
2018-04-17,"40,771","42,230","1,451","1,459"
2018-04-18,"40,516","42,215","1,444","1,699"
2018-04-19,"40,308","41,907","1,391","1,599"
2018-04-20,"40,122","41,717","1,409","1,595"
2018-04-21,"40,605","41,045",923,440
2018-04-22,"41,043","41,257",652,214
2018-04-23,"41,053","42,195","1,152","1,142"
2018-04-24,"41,431","42,586","1,533","1,155"
2018-04-25,"41,265","42,764","1,333","1,499"
2018-04-26,"41,111","42,558","1,293","1,447"
2018-04-27,"41,194","42,620","1,509","1,426"
2018-04-28,"41,375","41,902",708,527
2018-04-29,"42,018","42,182",807,164
2018-04-30,"42,278","43,280","1,262","1,002"
2018-05-01,"42,478","43,635","1,357","1,157"
2018-05-02,"42,354","43,888","1,410","1,534"
2018-05-03,"42,060","43,767","1,413","1,707"
2018-05-04,"41,895","43,543","1,483","1,648"
2018-05-05,"42,104","42,708",813,604
2018-05-06,"42,592","42,825",721,233
2018-05-07,"42,388","43,867","1,275","1,479"
2018-05-08,"42,477","43,760","1,372","1,283"
2018-05-09,"42,055","43,774","1,297","1,719"
2018-05-10,"41,939","43,441","1,386","1,502"
2018-05-11,"42,074","43,646","1,707","1,572"
2018-05-12,"42,223","42,858",784,635
2018-05-13,"42,391","42,668",445,277
2018-05-14,"42,664","43,605","1,214",941
2018-05-15,"42,459","43,977","1,313","1,518"
2018-05-16,"42,056","43,782","1,323","1,726"
2018-05-17,"41,532","43,295","1,239","1,763"
2018-05-18,"41,413","43,026","1,494","1,613"
2018-05-19,"41,737","42,226",813,489
2018-05-20,"42,014","42,280",543,266
2018-05-21,"42,172","43,203","1,189","1,031"
2018-05-22,"42,429","43,581","1,409","1,152"
2018-05-23,"42,207","43,690","1,261","1,483"
2018-05-24,"42,200","43,559","1,352","1,359"
2018-05-25,"42,101","43,942","1,742","1,841"
2018-05-26,"42,203","42,875",774,672
2018-05-27,"42,495","42,860",657,365
2018-05-28,"42,683","43,270",775,587
2018-05-29,"43,047","44,105","1,422","1,058"
2018-05-30,"43,021","44,465","1,418","1,444"
2018-05-31,"43,166","44,707","1,686","1,541"
2018-06-01,"43,071","44,813","1,647","1,742"
2018-06-02,"43,660","44,126","1,055",466
2018-06-03,"44,108","44,355",695,247
2018-06-04,"44,379","45,225","1,117",846
2018-06-05,"44,516","45,824","1,445","1,308"
2018-06-06,"44,541","46,180","1,664","1,639"
2018-06-07,"44,313","45,953","1,412","1,640"
2018-06-08,"43,972","45,806","1,493","1,834"
2018-06-09,"44,198","44,717",745,519
2018-06-10,"44,695","44,961",763,266
2018-06-11,"44,741","45,937","1,242","1,196"
2018-06-12,"44,913","46,044","1,303","1,131"
2018-06-13,"44,826","46,235","1,322","1,409"
2018-06-14,"44,992","46,299","1,473","1,307"
2018-06-15,"44,765","46,414","1,422","1,649"
2018-06-16,"45,019","45,421",656,402
2018-06-17,"45,525","45,671",652,146
2018-06-18,"45,514","46,596","1,071","1,082"
2018-06-19,"45,693","46,900","1,386","1,207"
2018-06-20,"45,592","46,932","1,239","1,340"
2018-06-21,"45,082","46,789","1,197","1,707"
2018-06-22,"44,797","46,553","1,471","1,756"
2018-06-23,"44,827","45,328",531,501
2018-06-24,"44,905","45,275",448,370
2018-06-25,"44,966","46,081","1,176","1,115"
2018-06-26,"44,728","46,030","1,064","1,302"
2018-06-27,"44,806","45,880","1,152","1,074"
2018-06-28,"44,682","46,094","1,288","1,412"
2018-06-29,"44,484","46,018","1,336","1,534"
2018-06-30,"44,517","44,975",491,458
2018-07-01,"44,842","45,051",534,209
2018-07-02,"44,980","45,934","1,092",954
2018-07-03,"44,558","46,209","1,229","1,651"
2018-07-04,"44,407","45,198",640,791
2018-07-05,"44,112","45,436","1,029","1,324"
2018-07-06,"43,981","45,332","1,220","1,351"
2018-07-07,"44,193","44,547",566,354
2018-07-08,"44,371","44,551",358,180
2018-07-09,"44,653","45,536","1,165",883
2018-07-10,"44,780","45,962","1,309","1,182"
2018-07-11,"44,586","46,046","1,266","1,460"
2018-07-12,"44,101","45,572",986,"1,471"
2018-07-13,"43,771","45,404","1,303","1,633"
2018-07-14,"43,958","44,316",545,358
2018-07-15,"44,122","44,361",403,239
2018-07-16,"44,364","45,253","1,131",889
2018-07-17,"44,432","45,752","1,388","1,320"
2018-07-18,"44,266","45,670","1,238","1,404"
2018-07-19,"43,731","45,483","1,217","1,752"
2018-07-20,"43,416","45,170","1,439","1,754"
2018-07-21,"43,505","43,971",555,466
2018-07-22,"43,745","44,072",567,327
2018-07-23,"43,635","44,590",845,955
2018-07-24,"43,363","44,734","1,099","1,371"
2018-07-25,"43,183","44,664","1,301","1,481"
2018-07-26,"42,688","44,409","1,226","1,721"
2018-07-27,"42,460","44,146","1,458","1,686"
2018-07-28,"42,781","43,142",682,361
2018-07-29,"43,066","43,189",408,123
2018-07-30,"43,263","44,103","1,037",840
2018-07-31,"43,175","44,382","1,119","1,207"
2018-08-01,"43,335","44,439","1,264","1,104"
2018-08-02,"43,277","44,583","1,248","1,306"
2018-08-03,"43,403","44,670","1,393","1,267"
2018-08-04,"43,657","43,956",553,299
2018-08-05,"44,090","44,231",574,141
2018-08-06,"44,367","45,262","1,172",895
2018-08-07,"44,250","45,480","1,113","1,230"
2018-08-08,"44,103","45,464","1,214","1,361"
2018-08-09,"43,978","45,504","1,401","1,526"
2018-08-10,"43,528","45,349","1,371","1,821"
2018-08-11,"43,681","44,037",509,356
2018-08-12,"43,956","44,169",488,213
2018-08-13,"44,071","45,109","1,153","1,038"
2018-08-14,"43,772","45,273","1,202","1,501"
2018-08-15,"43,858","45,147","1,375","1,289"
2018-08-16,"43,831","45,291","1,433","1,460"
2018-08-17,"43,542","45,207","1,376","1,665"
2018-08-18,"43,632","44,060",518,428
2018-08-19,"43,964","44,202",570,238
2018-08-20,"43,605","45,020","1,056","1,415"
2018-08-21,"43,271","44,885","1,280","1,614"
2018-08-22,"43,148","44,551","1,280","1,403"
2018-08-23,"43,034","44,437","1,289","1,403"
2018-08-24,"42,903","44,560","1,526","1,657"
2018-08-25,"43,073","43,458",555,385
2018-08-26,"43,330","43,598",525,268
2018-08-27,"43,412","44,515","1,185","1,103"
2018-08-28,"43,427","44,804","1,392","1,377"
2018-08-29,"43,451","44,809","1,382","1,358"
2018-08-30,"43,007","45,048","1,597","2,041"
2018-08-31,"42,825","44,446","1,439","1,621"
2018-09-01,"43,147","43,648",823,501
2018-09-02,"43,436","43,667",520,231
2018-09-03,"43,692","43,941",505,249
2018-09-04,"43,606","44,908","1,216","1,302"
2018-09-05,"43,673","45,015","1,409","1,342"
2018-09-06,"43,458","45,053","1,380","1,595"
2018-09-07,"42,982","44,762","1,304","1,780"
2018-09-08,"43,181","43,653",671,472
2018-09-09,"43,526","43,800",619,274
